timestamp, power.draw.instant [W], clocks.current.sm [MHz]
2023/08/30 15:34:14.366, 77.67 W, 1755 MHz
2023/08/30 15:34:14.372, 77.67 W, 1755 MHz
2023/08/30 15:34:14.376, 77.67 W, 1755 MHz
2023/08/30 15:34:14.379, 77.67 W, 1755 MHz
2023/08/30 15:34:14.382, 77.67 W, 1755 MHz
2023/08/30 15:34:14.386, 77.67 W, 1755 MHz
2023/08/30 15:34:14.392, 77.67 W, 1755 MHz
2023/08/30 15:34:14.395, 77.67 W, 1755 MHz
2023/08/30 15:34:14.398, 77.67 W, 1755 MHz
2023/08/30 15:34:14.402, 77.67 W, 1755 MHz
2023/08/30 15:34:14.405, 77.67 W, 1755 MHz
2023/08/30 15:34:14.412, 77.67 W, 1755 MHz
2023/08/30 15:34:14.415, 77.67 W, 1755 MHz
2023/08/30 15:34:14.418, 77.67 W, 1755 MHz
2023/08/30 15:34:14.422, 77.13 W, 1755 MHz
2023/08/30 15:34:14.426, 77.13 W, 1755 MHz
2023/08/30 15:34:14.440, 77.13 W, 1755 MHz
2023/08/30 15:34:14.443, 77.13 W, 1755 MHz
2023/08/30 15:34:14.447, 77.13 W, 1755 MHz
2023/08/30 15:34:14.452, 77.13 W, 1755 MHz
2023/08/30 15:34:14.455, 77.13 W, 1755 MHz
2023/08/30 15:34:14.458, 77.13 W, 1755 MHz
2023/08/30 15:34:14.462, 77.13 W, 1755 MHz
2023/08/30 15:34:14.465, 77.13 W, 1755 MHz
2023/08/30 15:34:14.472, 77.13 W, 1755 MHz
2023/08/30 15:34:14.475, 77.13 W, 1755 MHz
2023/08/30 15:34:14.478, 77.13 W, 1755 MHz
2023/08/30 15:34:14.481, 77.13 W, 1755 MHz
2023/08/30 15:34:14.485, 77.13 W, 1755 MHz
2023/08/30 15:34:14.492, 77.13 W, 1755 MHz
2023/08/30 15:34:14.495, 77.13 W, 1755 MHz
2023/08/30 15:34:14.498, 77.13 W, 1755 MHz
2023/08/30 15:34:14.502, 77.13 W, 1755 MHz
2023/08/30 15:34:14.505, 77.13 W, 1755 MHz
2023/08/30 15:34:14.512, 77.13 W, 1755 MHz
2023/08/30 15:34:14.515, 77.13 W, 1755 MHz
2023/08/30 15:34:14.518, 77.13 W, 1755 MHz
2023/08/30 15:34:14.522, 77.62 W, 1755 MHz
2023/08/30 15:34:14.526, 77.62 W, 1755 MHz
2023/08/30 15:34:14.541, 77.62 W, 1755 MHz
2023/08/30 15:34:14.544, 77.62 W, 1755 MHz
2023/08/30 15:34:14.548, 77.62 W, 1755 MHz
2023/08/30 15:34:14.553, 77.62 W, 1755 MHz
2023/08/30 15:34:14.556, 77.62 W, 1755 MHz
2023/08/30 15:34:14.560, 77.62 W, 1755 MHz
2023/08/30 15:34:14.563, 77.62 W, 1755 MHz
2023/08/30 15:34:14.566, 77.62 W, 1755 MHz
2023/08/30 15:34:14.571, 77.62 W, 1755 MHz
2023/08/30 15:34:14.575, 77.62 W, 1755 MHz
2023/08/30 15:34:14.579, 77.62 W, 1755 MHz
2023/08/30 15:34:14.582, 77.62 W, 1755 MHz
2023/08/30 15:34:14.585, 77.62 W, 1755 MHz
2023/08/30 15:34:14.592, 77.62 W, 1755 MHz
2023/08/30 15:34:14.595, 77.62 W, 1755 MHz
2023/08/30 15:34:14.598, 77.62 W, 1755 MHz
2023/08/30 15:34:14.602, 77.62 W, 1755 MHz
2023/08/30 15:34:14.605, 77.62 W, 1755 MHz
2023/08/30 15:34:14.614, 77.62 W, 1755 MHz
2023/08/30 15:34:14.617, 77.62 W, 1755 MHz
2023/08/30 15:34:14.620, 77.62 W, 1755 MHz
2023/08/30 15:34:14.624, 77.62 W, 1755 MHz
2023/08/30 15:34:14.628, 77.62 W, 1755 MHz
2023/08/30 15:34:14.640, 77.62 W, 1755 MHz
2023/08/30 15:34:14.644, 77.62 W, 1755 MHz
2023/08/30 15:34:14.647, 77.62 W, 1755 MHz
2023/08/30 15:34:14.652, 77.62 W, 1755 MHz
2023/08/30 15:34:14.656, 77.62 W, 1755 MHz
2023/08/30 15:34:14.659, 77.62 W, 1755 MHz
2023/08/30 15:34:14.662, 77.62 W, 1755 MHz
2023/08/30 15:34:14.666, 77.62 W, 1755 MHz
2023/08/30 15:34:14.672, 77.62 W, 1755 MHz
2023/08/30 15:34:14.675, 77.62 W, 1755 MHz
2023/08/30 15:34:14.678, 77.62 W, 1755 MHz
2023/08/30 15:34:14.682, 77.62 W, 1755 MHz
2023/08/30 15:34:14.685, 77.62 W, 1755 MHz
2023/08/30 15:34:14.692, 77.62 W, 1755 MHz
2023/08/30 15:34:14.695, 77.62 W, 1755 MHz
2023/08/30 15:34:14.698, 77.62 W, 1755 MHz
2023/08/30 15:34:14.701, 77.62 W, 1755 MHz
2023/08/30 15:34:14.705, 77.62 W, 1755 MHz
2023/08/30 15:34:14.714, 77.62 W, 1755 MHz
2023/08/30 15:34:14.717, 77.62 W, 1755 MHz
2023/08/30 15:34:14.720, 77.62 W, 1755 MHz
2023/08/30 15:34:14.724, 78.21 W, 1755 MHz
2023/08/30 15:34:14.728, 78.21 W, 1755 MHz
2023/08/30 15:34:14.743, 78.21 W, 1755 MHz
2023/08/30 15:34:14.746, 78.21 W, 1755 MHz
2023/08/30 15:34:14.752, 78.21 W, 1755 MHz
2023/08/30 15:34:14.755, 78.21 W, 1755 MHz
2023/08/30 15:34:14.758, 78.21 W, 1755 MHz
2023/08/30 15:34:14.762, 78.21 W, 1755 MHz
2023/08/30 15:34:14.765, 78.21 W, 1755 MHz
2023/08/30 15:34:14.772, 78.21 W, 1755 MHz
2023/08/30 15:34:14.775, 78.21 W, 1755 MHz
2023/08/30 15:34:14.778, 78.21 W, 1755 MHz
2023/08/30 15:34:14.782, 78.21 W, 1755 MHz
2023/08/30 15:34:14.786, 78.21 W, 1755 MHz
2023/08/30 15:34:14.792, 78.21 W, 1755 MHz
2023/08/30 15:34:14.795, 78.21 W, 1755 MHz
2023/08/30 15:34:14.798, 78.21 W, 1755 MHz
2023/08/30 15:34:14.802, 78.21 W, 1755 MHz
2023/08/30 15:34:14.805, 78.21 W, 1755 MHz
2023/08/30 15:34:14.812, 78.21 W, 1755 MHz
2023/08/30 15:34:14.815, 78.21 W, 1755 MHz
2023/08/30 15:34:14.818, 78.21 W, 1755 MHz
2023/08/30 15:34:14.822, 77.23 W, 1755 MHz
2023/08/30 15:34:14.826, 77.23 W, 1755 MHz
2023/08/30 15:34:14.840, 77.23 W, 1755 MHz
2023/08/30 15:34:14.843, 77.23 W, 1755 MHz
2023/08/30 15:34:14.847, 77.23 W, 1755 MHz
2023/08/30 15:34:14.852, 77.23 W, 1755 MHz
2023/08/30 15:34:14.855, 77.23 W, 1755 MHz
2023/08/30 15:34:14.858, 77.23 W, 1755 MHz
2023/08/30 15:34:14.862, 77.23 W, 1755 MHz
2023/08/30 15:34:14.865, 77.23 W, 1755 MHz
2023/08/30 15:34:14.871, 77.23 W, 1755 MHz
2023/08/30 15:34:14.875, 77.23 W, 1755 MHz
2023/08/30 15:34:14.878, 77.23 W, 1755 MHz
2023/08/30 15:34:14.881, 77.23 W, 1755 MHz
2023/08/30 15:34:14.885, 77.23 W, 1755 MHz
2023/08/30 15:34:14.888, 77.23 W, 1755 MHz
2023/08/30 15:34:14.893, 77.23 W, 1755 MHz
2023/08/30 15:34:14.897, 77.23 W, 1755 MHz
2023/08/30 15:34:14.900, 77.23 W, 1755 MHz
2023/08/30 15:34:14.903, 77.23 W, 1755 MHz
2023/08/30 15:34:14.907, 77.23 W, 1755 MHz
2023/08/30 15:34:14.912, 77.23 W, 1755 MHz
2023/08/30 15:34:14.915, 77.23 W, 1755 MHz
2023/08/30 15:34:14.919, 77.23 W, 1755 MHz
2023/08/30 15:34:14.922, 77.23 W, 1755 MHz
2023/08/30 15:34:14.926, 77.23 W, 1755 MHz
2023/08/30 15:34:14.941, 77.23 W, 1755 MHz
2023/08/30 15:34:14.944, 77.23 W, 1755 MHz
2023/08/30 15:34:14.948, 77.23 W, 1755 MHz
2023/08/30 15:34:14.953, 77.23 W, 1755 MHz
2023/08/30 15:34:14.956, 77.23 W, 1755 MHz
2023/08/30 15:34:14.960, 77.23 W, 1755 MHz
2023/08/30 15:34:14.963, 77.23 W, 1755 MHz
2023/08/30 15:34:14.966, 77.23 W, 1755 MHz
2023/08/30 15:34:14.972, 77.23 W, 1755 MHz
2023/08/30 15:34:14.975, 77.23 W, 1755 MHz
2023/08/30 15:34:14.978, 77.23 W, 1755 MHz
2023/08/30 15:34:14.982, 77.23 W, 1755 MHz
2023/08/30 15:34:14.985, 77.23 W, 1755 MHz
2023/08/30 15:34:14.992, 77.23 W, 1755 MHz
2023/08/30 15:34:14.995, 77.23 W, 1755 MHz
2023/08/30 15:34:14.998, 77.23 W, 1755 MHz
2023/08/30 15:34:15.001, 77.23 W, 1755 MHz
2023/08/30 15:34:15.005, 77.23 W, 1755 MHz
2023/08/30 15:34:15.012, 77.23 W, 1755 MHz
2023/08/30 15:34:15.015, 77.23 W, 1755 MHz
2023/08/30 15:34:15.018, 77.23 W, 1755 MHz
2023/08/30 15:34:15.022, 78.21 W, 1755 MHz
2023/08/30 15:34:15.026, 78.21 W, 1755 MHz
2023/08/30 15:34:15.040, 78.21 W, 1755 MHz
2023/08/30 15:34:15.043, 78.21 W, 1755 MHz
2023/08/30 15:34:15.047, 78.21 W, 1755 MHz
2023/08/30 15:34:15.052, 78.21 W, 1755 MHz
2023/08/30 15:34:15.056, 78.21 W, 1755 MHz
2023/08/30 15:34:15.059, 78.21 W, 1755 MHz
2023/08/30 15:34:15.062, 78.21 W, 1755 MHz
2023/08/30 15:34:15.066, 78.21 W, 1605 MHz
2023/08/30 15:34:15.074, 78.21 W, 1605 MHz
2023/08/30 15:34:15.077, 78.21 W, 1605 MHz
2023/08/30 15:34:15.080, 78.21 W, 1605 MHz
2023/08/30 15:34:15.084, 78.21 W, 1605 MHz
2023/08/30 15:34:15.087, 78.21 W, 1440 MHz
2023/08/30 15:34:15.096, 78.21 W, 1440 MHz
2023/08/30 15:34:15.101, 78.21 W, 1440 MHz
2023/08/30 15:34:15.106, 78.21 W, 1575 MHz
2023/08/30 15:34:15.118, 78.21 W, 1575 MHz
2023/08/30 15:34:15.121, 95.73 W, 1575 MHz
2023/08/30 15:34:15.126, 95.73 W, 1665 MHz
2023/08/30 15:34:15.151, 95.73 W, 1710 MHz
2023/08/30 15:34:15.155, 95.73 W, 1710 MHz
2023/08/30 15:34:15.159, 95.73 W, 1710 MHz
2023/08/30 15:34:15.162, 95.73 W, 1710 MHz
2023/08/30 15:34:15.165, 95.73 W, 1725 MHz
2023/08/30 15:34:15.174, 95.73 W, 1725 MHz
2023/08/30 15:34:15.177, 95.73 W, 1725 MHz
2023/08/30 15:34:15.180, 95.73 W, 1725 MHz
2023/08/30 15:34:15.184, 95.73 W, 1725 MHz
2023/08/30 15:34:15.187, 95.73 W, 1740 MHz
2023/08/30 15:34:15.194, 95.73 W, 1740 MHz
2023/08/30 15:34:15.197, 95.73 W, 1740 MHz
2023/08/30 15:34:15.201, 95.73 W, 1740 MHz
2023/08/30 15:34:15.204, 95.73 W, 1740 MHz
2023/08/30 15:34:15.212, 95.73 W, 1740 MHz
2023/08/30 15:34:15.215, 95.73 W, 1740 MHz
2023/08/30 15:34:15.219, 95.73 W, 1740 MHz
2023/08/30 15:34:15.222, 76.74 W, 1740 MHz
2023/08/30 15:34:15.226, 76.74 W, 1740 MHz
2023/08/30 15:34:15.241, 76.74 W, 1740 MHz
2023/08/30 15:34:15.244, 76.74 W, 1740 MHz
2023/08/30 15:34:15.247, 76.74 W, 1740 MHz
2023/08/30 15:34:15.253, 76.74 W, 1740 MHz
2023/08/30 15:34:15.256, 76.74 W, 1740 MHz
2023/08/30 15:34:15.260, 76.74 W, 1740 MHz
2023/08/30 15:34:15.263, 76.74 W, 1740 MHz
2023/08/30 15:34:15.266, 76.74 W, 1740 MHz
2023/08/30 15:34:15.272, 76.74 W, 1740 MHz
2023/08/30 15:34:15.276, 76.74 W, 1740 MHz
2023/08/30 15:34:15.279, 76.74 W, 1740 MHz
2023/08/30 15:34:15.282, 76.74 W, 1740 MHz
2023/08/30 15:34:15.286, 76.74 W, 1740 MHz
2023/08/30 15:34:15.292, 76.74 W, 1740 MHz
2023/08/30 15:34:15.295, 76.74 W, 1740 MHz
2023/08/30 15:34:15.299, 76.74 W, 1740 MHz
2023/08/30 15:34:15.302, 76.74 W, 1740 MHz
2023/08/30 15:34:15.305, 76.74 W, 1740 MHz
2023/08/30 15:34:15.317, 76.74 W, 1740 MHz
2023/08/30 15:34:15.320, 76.74 W, 1740 MHz
2023/08/30 15:34:15.324, 76.60 W, 1740 MHz
2023/08/30 15:34:15.328, 76.60 W, 1740 MHz
2023/08/30 15:34:15.343, 76.60 W, 1740 MHz
2023/08/30 15:34:15.347, 76.60 W, 1740 MHz
2023/08/30 15:34:15.353, 76.60 W, 1740 MHz
2023/08/30 15:34:15.356, 76.60 W, 1740 MHz
2023/08/30 15:34:15.360, 76.60 W, 1740 MHz
2023/08/30 15:34:15.385, 76.60 W, 1740 MHz
2023/08/30 15:34:15.392, 76.60 W, 1740 MHz
2023/08/30 15:34:15.396, 76.60 W, 1740 MHz
2023/08/30 15:34:15.399, 76.60 W, 1740 MHz
2023/08/30 15:34:15.403, 76.60 W, 1740 MHz
2023/08/30 15:34:15.406, 76.60 W, 1740 MHz
2023/08/30 15:34:15.412, 76.60 W, 1740 MHz
2023/08/30 15:34:15.416, 76.60 W, 1740 MHz
2023/08/30 15:34:15.419, 76.60 W, 1740 MHz
2023/08/30 15:34:15.422, 76.60 W, 1740 MHz
2023/08/30 15:34:15.426, 76.60 W, 1740 MHz
2023/08/30 15:34:15.441, 76.60 W, 1740 MHz
2023/08/30 15:34:15.444, 76.60 W, 1740 MHz
2023/08/30 15:34:15.447, 76.60 W, 1740 MHz
2023/08/30 15:34:15.453, 76.60 W, 1740 MHz
2023/08/30 15:34:15.456, 76.60 W, 1740 MHz
2023/08/30 15:34:15.460, 76.60 W, 1740 MHz
2023/08/30 15:34:15.463, 76.60 W, 1740 MHz
2023/08/30 15:34:15.466, 76.60 W, 1755 MHz
2023/08/30 15:34:15.474, 76.60 W, 1755 MHz
2023/08/30 15:34:15.477, 76.60 W, 1755 MHz
2023/08/30 15:34:15.481, 76.60 W, 1755 MHz
2023/08/30 15:34:15.484, 76.60 W, 1755 MHz
2023/08/30 15:34:15.487, 76.60 W, 1755 MHz
2023/08/30 15:34:15.493, 76.60 W, 1755 MHz
2023/08/30 15:34:15.497, 76.60 W, 1755 MHz
2023/08/30 15:34:15.500, 76.60 W, 1755 MHz
2023/08/30 15:34:15.503, 76.60 W, 1755 MHz
2023/08/30 15:34:15.512, 76.60 W, 1755 MHz
2023/08/30 15:34:15.515, 76.60 W, 1755 MHz
2023/08/30 15:34:15.519, 76.60 W, 1755 MHz
2023/08/30 15:34:15.522, 77.57 W, 1755 MHz
2023/08/30 15:34:15.526, 77.57 W, 1755 MHz
2023/08/30 15:34:15.543, 77.57 W, 1755 MHz
2023/08/30 15:34:15.546, 77.57 W, 1755 MHz
2023/08/30 15:34:15.552, 77.57 W, 1755 MHz
2023/08/30 15:34:15.555, 77.57 W, 1755 MHz
2023/08/30 15:34:15.558, 77.57 W, 1755 MHz
2023/08/30 15:34:15.562, 77.57 W, 1755 MHz
2023/08/30 15:34:15.565, 77.57 W, 1755 MHz
2023/08/30 15:34:15.572, 77.57 W, 1755 MHz
2023/08/30 15:34:15.575, 77.57 W, 1755 MHz
2023/08/30 15:34:15.578, 77.57 W, 1755 MHz
2023/08/30 15:34:15.582, 77.57 W, 1755 MHz
2023/08/30 15:34:15.585, 77.57 W, 1755 MHz
2023/08/30 15:34:15.592, 77.57 W, 1755 MHz
2023/08/30 15:34:15.595, 77.57 W, 1755 MHz
2023/08/30 15:34:15.598, 77.57 W, 1755 MHz
2023/08/30 15:34:15.602, 77.57 W, 1755 MHz
2023/08/30 15:34:15.605, 77.57 W, 1755 MHz
2023/08/30 15:34:15.612, 77.57 W, 1755 MHz
2023/08/30 15:34:15.615, 77.57 W, 1755 MHz
2023/08/30 15:34:15.618, 77.57 W, 1755 MHz
2023/08/30 15:34:15.622, 77.58 W, 1755 MHz
2023/08/30 15:34:15.626, 77.58 W, 1755 MHz
2023/08/30 15:34:15.640, 77.58 W, 1755 MHz
2023/08/30 15:34:15.643, 77.58 W, 1755 MHz
2023/08/30 15:34:15.647, 77.58 W, 1755 MHz
2023/08/30 15:34:15.652, 77.58 W, 1755 MHz
2023/08/30 15:34:15.655, 77.58 W, 1755 MHz
2023/08/30 15:34:15.658, 77.58 W, 1755 MHz
2023/08/30 15:34:15.662, 77.58 W, 1755 MHz
2023/08/30 15:34:15.665, 77.58 W, 1755 MHz
2023/08/30 15:34:15.672, 77.58 W, 1755 MHz
2023/08/30 15:34:15.675, 77.58 W, 1755 MHz
2023/08/30 15:34:15.678, 77.58 W, 1755 MHz
2023/08/30 15:34:15.682, 77.58 W, 1755 MHz
2023/08/30 15:34:15.685, 77.58 W, 1755 MHz
2023/08/30 15:34:15.692, 77.58 W, 1755 MHz
2023/08/30 15:34:15.695, 77.58 W, 1755 MHz
2023/08/30 15:34:15.698, 77.58 W, 1755 MHz
2023/08/30 15:34:15.701, 77.58 W, 1755 MHz
2023/08/30 15:34:15.705, 77.58 W, 1755 MHz
2023/08/30 15:34:15.712, 77.58 W, 1755 MHz
2023/08/30 15:34:15.715, 77.58 W, 1755 MHz
2023/08/30 15:34:15.718, 77.58 W, 1755 MHz
2023/08/30 15:34:15.722, 77.68 W, 1755 MHz
2023/08/30 15:34:15.726, 77.68 W, 1755 MHz
2023/08/30 15:34:15.742, 77.68 W, 1755 MHz
2023/08/30 15:34:15.745, 77.68 W, 1755 MHz
2023/08/30 15:34:15.751, 77.68 W, 1755 MHz
2023/08/30 15:34:15.755, 77.68 W, 1755 MHz
2023/08/30 15:34:15.758, 77.68 W, 1755 MHz
2023/08/30 15:34:15.761, 77.68 W, 1755 MHz
2023/08/30 15:34:15.765, 77.68 W, 1755 MHz
2023/08/30 15:34:15.768, 77.68 W, 1755 MHz
2023/08/30 15:34:15.773, 77.68 W, 1755 MHz
2023/08/30 15:34:15.776, 77.68 W, 1755 MHz
2023/08/30 15:34:15.780, 77.68 W, 1755 MHz
2023/08/30 15:34:15.783, 77.68 W, 1755 MHz
2023/08/30 15:34:15.787, 77.68 W, 1755 MHz
2023/08/30 15:34:15.792, 77.68 W, 1755 MHz
2023/08/30 15:34:15.795, 77.68 W, 1755 MHz
2023/08/30 15:34:15.798, 77.68 W, 1755 MHz
2023/08/30 15:34:15.802, 77.68 W, 1755 MHz
2023/08/30 15:34:15.805, 77.68 W, 1755 MHz
2023/08/30 15:34:15.812, 77.68 W, 1755 MHz
2023/08/30 15:34:15.815, 77.68 W, 1755 MHz
2023/08/30 15:34:15.818, 77.68 W, 1755 MHz
2023/08/30 15:34:15.822, 77.67 W, 1755 MHz
2023/08/30 15:34:15.826, 77.67 W, 1755 MHz
2023/08/30 15:34:15.840, 77.67 W, 1755 MHz
2023/08/30 15:34:15.843, 77.67 W, 1755 MHz
2023/08/30 15:34:15.847, 77.67 W, 1755 MHz
2023/08/30 15:34:15.852, 77.67 W, 1755 MHz
2023/08/30 15:34:15.855, 77.67 W, 1755 MHz
2023/08/30 15:34:15.858, 77.67 W, 1755 MHz
2023/08/30 15:34:15.862, 77.67 W, 1755 MHz
2023/08/30 15:34:15.865, 77.67 W, 1755 MHz
2023/08/30 15:34:15.872, 77.67 W, 1755 MHz
2023/08/30 15:34:15.875, 77.67 W, 1755 MHz
2023/08/30 15:34:15.878, 77.67 W, 1755 MHz
2023/08/30 15:34:15.882, 77.67 W, 1755 MHz
2023/08/30 15:34:15.885, 77.67 W, 1755 MHz
2023/08/30 15:34:15.892, 77.67 W, 1755 MHz
2023/08/30 15:34:15.895, 77.67 W, 1755 MHz
2023/08/30 15:34:15.898, 77.67 W, 1755 MHz
2023/08/30 15:34:15.901, 77.67 W, 1755 MHz
2023/08/30 15:34:15.905, 77.67 W, 1755 MHz
2023/08/30 15:34:15.912, 77.67 W, 1755 MHz
2023/08/30 15:34:15.915, 77.67 W, 1755 MHz
2023/08/30 15:34:15.918, 77.67 W, 1755 MHz
2023/08/30 15:34:15.922, 77.58 W, 1755 MHz
2023/08/30 15:34:15.926, 77.58 W, 1755 MHz
2023/08/30 15:34:15.942, 77.58 W, 1755 MHz
2023/08/30 15:34:15.945, 77.58 W, 1755 MHz
2023/08/30 15:34:15.952, 77.58 W, 1755 MHz
2023/08/30 15:34:15.955, 77.58 W, 1755 MHz
2023/08/30 15:34:15.958, 77.58 W, 1755 MHz
2023/08/30 15:34:15.961, 77.58 W, 1755 MHz
2023/08/30 15:34:15.965, 77.58 W, 1755 MHz
2023/08/30 15:34:15.968, 77.58 W, 1755 MHz
2023/08/30 15:34:15.973, 77.58 W, 1755 MHz
2023/08/30 15:34:15.977, 77.58 W, 1755 MHz
2023/08/30 15:34:15.980, 77.58 W, 1755 MHz
2023/08/30 15:34:15.983, 77.58 W, 1755 MHz
2023/08/30 15:34:15.987, 77.58 W, 1755 MHz
2023/08/30 15:34:15.992, 77.58 W, 1755 MHz
2023/08/30 15:34:15.995, 77.58 W, 1755 MHz
2023/08/30 15:34:15.999, 77.58 W, 1755 MHz
2023/08/30 15:34:16.002, 77.58 W, 1755 MHz
2023/08/30 15:34:16.005, 77.58 W, 1755 MHz
2023/08/30 15:34:16.012, 77.58 W, 1755 MHz
2023/08/30 15:34:16.015, 77.58 W, 1755 MHz
2023/08/30 15:34:16.018, 77.58 W, 1755 MHz
2023/08/30 15:34:16.022, 77.68 W, 1755 MHz
2023/08/30 15:34:16.026, 77.68 W, 1755 MHz
2023/08/30 15:34:16.040, 77.68 W, 1755 MHz
2023/08/30 15:34:16.043, 77.68 W, 1755 MHz
2023/08/30 15:34:16.047, 77.68 W, 1755 MHz
2023/08/30 15:34:16.052, 77.68 W, 1755 MHz
2023/08/30 15:34:16.055, 77.68 W, 1755 MHz
2023/08/30 15:34:16.058, 77.68 W, 1755 MHz
2023/08/30 15:34:16.062, 77.68 W, 1755 MHz
2023/08/30 15:34:16.065, 77.68 W, 1755 MHz
2023/08/30 15:34:16.071, 77.68 W, 1755 MHz
2023/08/30 15:34:16.075, 77.68 W, 1755 MHz
2023/08/30 15:34:16.078, 77.68 W, 1755 MHz
2023/08/30 15:34:16.081, 77.68 W, 1755 MHz
2023/08/30 15:34:16.085, 77.68 W, 1755 MHz
2023/08/30 15:34:16.092, 77.68 W, 1755 MHz
2023/08/30 15:34:16.095, 77.68 W, 1755 MHz
2023/08/30 15:34:16.098, 77.68 W, 1755 MHz
2023/08/30 15:34:16.102, 77.68 W, 1755 MHz
2023/08/30 15:34:16.105, 77.68 W, 1755 MHz
2023/08/30 15:34:16.112, 77.68 W, 1755 MHz
2023/08/30 15:34:16.115, 77.68 W, 1755 MHz
2023/08/30 15:34:16.118, 77.68 W, 1755 MHz
2023/08/30 15:34:16.122, 77.18 W, 1755 MHz
2023/08/30 15:34:16.126, 77.18 W, 1755 MHz
2023/08/30 15:34:16.144, 77.18 W, 1755 MHz
2023/08/30 15:34:16.151, 77.18 W, 1755 MHz
2023/08/30 15:34:16.154, 77.18 W, 1755 MHz
2023/08/30 15:34:16.157, 77.18 W, 1755 MHz
2023/08/30 15:34:16.161, 77.18 W, 1755 MHz
2023/08/30 15:34:16.164, 77.18 W, 1755 MHz
2023/08/30 15:34:16.167, 77.18 W, 1755 MHz
2023/08/30 15:34:16.172, 77.18 W, 1755 MHz
2023/08/30 15:34:16.176, 77.18 W, 1755 MHz
2023/08/30 15:34:16.179, 77.18 W, 1755 MHz
2023/08/30 15:34:16.182, 77.18 W, 1755 MHz
2023/08/30 15:34:16.186, 77.18 W, 1755 MHz
2023/08/30 15:34:16.192, 77.18 W, 1755 MHz
2023/08/30 15:34:16.195, 77.18 W, 1755 MHz
2023/08/30 15:34:16.198, 77.18 W, 1755 MHz
2023/08/30 15:34:16.201, 77.18 W, 1755 MHz
2023/08/30 15:34:16.205, 77.18 W, 1755 MHz
2023/08/30 15:34:16.212, 77.18 W, 1755 MHz
2023/08/30 15:34:16.215, 77.18 W, 1755 MHz
2023/08/30 15:34:16.218, 77.18 W, 1755 MHz
2023/08/30 15:34:16.222, 77.68 W, 1755 MHz
2023/08/30 15:34:16.226, 77.68 W, 1755 MHz
2023/08/30 15:34:16.240, 77.68 W, 1755 MHz
2023/08/30 15:34:16.244, 77.68 W, 1755 MHz
2023/08/30 15:34:16.247, 77.68 W, 1755 MHz
2023/08/30 15:34:16.252, 77.68 W, 1755 MHz
2023/08/30 15:34:16.255, 77.68 W, 1755 MHz
2023/08/30 15:34:16.259, 77.68 W, 1755 MHz
2023/08/30 15:34:16.262, 77.68 W, 1755 MHz
2023/08/30 15:34:16.265, 77.68 W, 1755 MHz
2023/08/30 15:34:16.271, 77.68 W, 1755 MHz
2023/08/30 15:34:16.275, 77.68 W, 1755 MHz
2023/08/30 15:34:16.278, 77.68 W, 1755 MHz
2023/08/30 15:34:16.281, 77.68 W, 1755 MHz
2023/08/30 15:34:16.285, 77.68 W, 1755 MHz
2023/08/30 15:34:16.292, 77.68 W, 1755 MHz
2023/08/30 15:34:16.295, 77.68 W, 1755 MHz
2023/08/30 15:34:16.298, 77.68 W, 1755 MHz
2023/08/30 15:34:16.302, 77.68 W, 1755 MHz
2023/08/30 15:34:16.305, 77.68 W, 1755 MHz
2023/08/30 15:34:16.312, 77.68 W, 1755 MHz
2023/08/30 15:34:16.315, 77.68 W, 1755 MHz
2023/08/30 15:34:16.318, 77.68 W, 1755 MHz
2023/08/30 15:34:16.322, 77.58 W, 1755 MHz
2023/08/30 15:34:16.326, 77.58 W, 1755 MHz
2023/08/30 15:34:16.343, 77.58 W, 1755 MHz
2023/08/30 15:34:16.346, 77.58 W, 1755 MHz
2023/08/30 15:34:16.352, 77.58 W, 1755 MHz
2023/08/30 15:34:16.355, 77.58 W, 1755 MHz
2023/08/30 15:34:16.358, 77.58 W, 1755 MHz
2023/08/30 15:34:16.362, 77.58 W, 1755 MHz
2023/08/30 15:34:16.365, 77.58 W, 1755 MHz
2023/08/30 15:34:16.371, 77.58 W, 1755 MHz
2023/08/30 15:34:16.375, 77.58 W, 1755 MHz
2023/08/30 15:34:16.378, 77.58 W, 1755 MHz
2023/08/30 15:34:16.381, 77.58 W, 1755 MHz
2023/08/30 15:34:16.385, 77.58 W, 1755 MHz
2023/08/30 15:34:16.392, 77.58 W, 1755 MHz
2023/08/30 15:34:16.395, 77.58 W, 1755 MHz
2023/08/30 15:34:16.398, 77.58 W, 1755 MHz
2023/08/30 15:34:16.402, 77.58 W, 1755 MHz
2023/08/30 15:34:16.405, 77.58 W, 1755 MHz
2023/08/30 15:34:16.412, 77.58 W, 1755 MHz
2023/08/30 15:34:16.416, 77.58 W, 1755 MHz
2023/08/30 15:34:16.419, 77.58 W, 1755 MHz
2023/08/30 15:34:16.422, 77.09 W, 1755 MHz
2023/08/30 15:34:16.426, 77.09 W, 1755 MHz
2023/08/30 15:34:16.440, 77.09 W, 1755 MHz
2023/08/30 15:34:16.443, 77.09 W, 1755 MHz
2023/08/30 15:34:16.447, 77.09 W, 1755 MHz
2023/08/30 15:34:16.452, 77.09 W, 1755 MHz
2023/08/30 15:34:16.455, 77.09 W, 1755 MHz
2023/08/30 15:34:16.458, 77.09 W, 1755 MHz
2023/08/30 15:34:16.462, 77.09 W, 1755 MHz
2023/08/30 15:34:16.465, 77.09 W, 1755 MHz
2023/08/30 15:34:16.472, 77.09 W, 1755 MHz
