timestamp, power.draw [W], clocks.current.sm [MHz]
2023/11/15 12:20:42.364, 191.57 W, 1470 MHz
2023/11/15 12:20:42.367, 191.57 W, 1470 MHz
2023/11/15 12:20:42.370, 191.57 W, 1470 MHz
2023/11/15 12:20:42.373, 191.57 W, 1470 MHz
2023/11/15 12:20:42.376, 191.57 W, 1455 MHz
2023/11/15 12:20:42.381, 191.57 W, 1455 MHz
2023/11/15 12:20:42.384, 191.57 W, 1455 MHz
2023/11/15 12:20:42.387, 191.57 W, 1455 MHz
2023/11/15 12:20:42.390, 226.37 W, 1455 MHz
2023/11/15 12:20:42.393, 226.37 W, 1455 MHz
2023/11/15 12:20:42.397, 226.37 W, 1455 MHz
2023/11/15 12:20:42.402, 226.37 W, 1455 MHz
2023/11/15 12:20:42.406, 226.37 W, 1455 MHz
2023/11/15 12:20:42.409, 226.37 W, 1455 MHz
2023/11/15 12:20:42.412, 226.37 W, 1455 MHz
2023/11/15 12:20:42.415, 226.37 W, 1470 MHz
2023/11/15 12:20:42.421, 226.37 W, 1470 MHz
2023/11/15 12:20:42.424, 226.37 W, 1470 MHz
2023/11/15 12:20:42.427, 226.37 W, 1470 MHz
2023/11/15 12:20:42.430, 226.37 W, 1470 MHz
2023/11/15 12:20:42.433, 226.37 W, 1470 MHz
2023/11/15 12:20:42.436, 226.37 W, 1485 MHz
2023/11/15 12:20:42.441, 226.37 W, 1485 MHz
2023/11/15 12:20:42.444, 226.37 W, 1485 MHz
2023/11/15 12:20:42.447, 226.37 W, 1485 MHz
2023/11/15 12:20:42.450, 226.37 W, 1485 MHz
2023/11/15 12:20:42.453, 226.37 W, 1485 MHz
2023/11/15 12:20:42.457, 226.37 W, 1485 MHz
2023/11/15 12:20:42.460, 226.37 W, 1485 MHz
2023/11/15 12:20:42.463, 226.37 W, 1485 MHz
2023/11/15 12:20:42.466, 226.37 W, 1485 MHz
2023/11/15 12:20:42.470, 226.37 W, 1485 MHz
2023/11/15 12:20:42.473, 226.37 W, 1485 MHz
2023/11/15 12:20:42.476, 226.37 W, 1470 MHz
2023/11/15 12:20:42.481, 226.37 W, 1470 MHz
2023/11/15 12:20:42.484, 226.37 W, 1470 MHz
2023/11/15 12:20:42.487, 226.37 W, 1470 MHz
2023/11/15 12:20:42.491, 235.34 W, 1470 MHz
2023/11/15 12:20:42.508, 235.34 W, 1470 MHz
2023/11/15 12:20:42.511, 235.34 W, 1470 MHz
2023/11/15 12:20:42.514, 235.34 W, 1470 MHz
2023/11/15 12:20:42.518, 235.34 W, 1470 MHz
2023/11/15 12:20:42.521, 235.34 W, 1470 MHz
2023/11/15 12:20:42.524, 235.34 W, 1470 MHz
2023/11/15 12:20:42.527, 235.34 W, 1470 MHz
2023/11/15 12:20:42.530, 235.34 W, 1470 MHz
2023/11/15 12:20:42.533, 235.34 W, 1470 MHz
2023/11/15 12:20:42.537, 235.34 W, 1470 MHz
2023/11/15 12:20:42.540, 235.34 W, 1470 MHz
2023/11/15 12:20:42.543, 235.34 W, 1470 MHz
2023/11/15 12:20:42.546, 235.34 W, 1470 MHz
2023/11/15 12:20:42.549, 235.34 W, 1470 MHz
2023/11/15 12:20:42.552, 235.34 W, 1470 MHz
2023/11/15 12:20:42.555, 235.34 W, 1470 MHz
2023/11/15 12:20:42.558, 235.34 W, 1470 MHz
2023/11/15 12:20:42.561, 235.34 W, 1470 MHz
2023/11/15 12:20:42.564, 235.34 W, 1470 MHz
2023/11/15 12:20:42.567, 235.34 W, 1470 MHz
2023/11/15 12:20:42.571, 235.34 W, 1470 MHz
2023/11/15 12:20:42.574, 235.34 W, 1470 MHz
2023/11/15 12:20:42.578, 235.34 W, 1470 MHz
2023/11/15 12:20:42.582, 235.34 W, 1470 MHz
2023/11/15 12:20:42.585, 235.34 W, 1470 MHz
2023/11/15 12:20:42.588, 235.34 W, 1470 MHz
2023/11/15 12:20:42.591, 275.04 W, 1470 MHz
2023/11/15 12:20:42.594, 275.04 W, 1470 MHz
2023/11/15 12:20:42.599, 275.04 W, 1470 MHz
2023/11/15 12:20:42.603, 275.04 W, 1470 MHz
2023/11/15 12:20:42.607, 275.04 W, 1470 MHz
2023/11/15 12:20:42.610, 275.04 W, 1470 MHz
2023/11/15 12:20:42.613, 275.04 W, 1470 MHz
2023/11/15 12:20:42.616, 275.04 W, 1470 MHz
2023/11/15 12:20:42.619, 275.04 W, 1470 MHz
2023/11/15 12:20:42.622, 275.04 W, 1470 MHz
2023/11/15 12:20:42.625, 275.04 W, 1470 MHz
2023/11/15 12:20:42.628, 275.04 W, 1470 MHz
2023/11/15 12:20:42.631, 275.04 W, 1470 MHz
2023/11/15 12:20:42.638, 275.04 W, 1470 MHz
2023/11/15 12:20:42.641, 275.04 W, 1470 MHz
2023/11/15 12:20:42.644, 275.04 W, 1470 MHz
2023/11/15 12:20:42.647, 275.04 W, 1470 MHz
2023/11/15 12:20:42.650, 275.04 W, 1470 MHz
2023/11/15 12:20:42.653, 275.04 W, 1470 MHz
2023/11/15 12:20:42.656, 275.04 W, 1455 MHz
2023/11/15 12:20:42.661, 275.04 W, 1455 MHz
2023/11/15 12:20:42.664, 275.04 W, 1455 MHz
2023/11/15 12:20:42.667, 275.04 W, 1455 MHz
2023/11/15 12:20:42.670, 275.04 W, 1455 MHz
2023/11/15 12:20:42.673, 275.04 W, 1455 MHz
2023/11/15 12:20:42.676, 275.04 W, 1455 MHz
2023/11/15 12:20:42.681, 275.04 W, 1455 MHz
2023/11/15 12:20:42.684, 275.04 W, 1455 MHz
2023/11/15 12:20:42.687, 275.04 W, 1455 MHz
2023/11/15 12:20:42.690, 275.04 W, 1455 MHz
2023/11/15 12:20:42.693, 298.79 W, 1455 MHz
2023/11/15 12:20:42.697, 298.79 W, 1455 MHz
2023/11/15 12:20:42.701, 298.79 W, 1455 MHz
2023/11/15 12:20:42.708, 298.79 W, 1470 MHz
2023/11/15 12:20:42.711, 298.79 W, 1470 MHz
2023/11/15 12:20:42.715, 298.79 W, 1470 MHz
2023/11/15 12:20:42.718, 298.79 W, 1470 MHz
2023/11/15 12:20:42.721, 298.79 W, 1470 MHz
2023/11/15 12:20:42.724, 298.79 W, 1470 MHz
2023/11/15 12:20:42.727, 298.79 W, 1470 MHz
2023/11/15 12:20:42.730, 298.79 W, 1470 MHz
2023/11/15 12:20:42.733, 298.79 W, 1470 MHz
2023/11/15 12:20:42.736, 298.79 W, 1470 MHz
2023/11/15 12:20:42.740, 298.79 W, 1470 MHz
2023/11/15 12:20:42.743, 298.79 W, 1470 MHz
2023/11/15 12:20:42.746, 298.79 W, 1470 MHz
2023/11/15 12:20:42.749, 298.79 W, 1470 MHz
2023/11/15 12:20:42.752, 298.79 W, 1470 MHz
2023/11/15 12:20:42.755, 298.79 W, 1470 MHz
2023/11/15 12:20:42.758, 298.79 W, 1470 MHz
2023/11/15 12:20:42.761, 298.79 W, 1470 MHz
2023/11/15 12:20:42.764, 298.79 W, 1470 MHz
2023/11/15 12:20:42.767, 298.79 W, 1470 MHz
2023/11/15 12:20:42.770, 298.79 W, 1470 MHz
2023/11/15 12:20:42.777, 298.79 W, 1470 MHz
2023/11/15 12:20:42.782, 298.79 W, 1470 MHz
2023/11/15 12:20:42.785, 298.79 W, 1470 MHz
2023/11/15 12:20:42.788, 298.79 W, 1470 MHz
2023/11/15 12:20:42.791, 322.69 W, 1470 MHz
2023/11/15 12:20:42.794, 322.69 W, 1470 MHz
2023/11/15 12:20:42.799, 322.69 W, 1470 MHz
2023/11/15 12:20:42.804, 322.69 W, 1470 MHz
2023/11/15 12:20:42.807, 322.69 W, 1470 MHz
2023/11/15 12:20:42.810, 322.69 W, 1470 MHz
2023/11/15 12:20:42.813, 322.69 W, 1470 MHz
2023/11/15 12:20:42.816, 322.69 W, 1470 MHz
2023/11/15 12:20:42.819, 322.69 W, 1470 MHz
2023/11/15 12:20:42.822, 322.69 W, 1470 MHz
2023/11/15 12:20:42.825, 322.69 W, 1470 MHz
2023/11/15 12:20:42.828, 322.69 W, 1470 MHz
2023/11/15 12:20:42.831, 322.69 W, 1470 MHz
2023/11/15 12:20:42.835, 322.69 W, 1470 MHz
2023/11/15 12:20:42.838, 322.69 W, 1470 MHz
2023/11/15 12:20:42.841, 322.69 W, 1470 MHz
2023/11/15 12:20:42.844, 322.69 W, 1470 MHz
2023/11/15 12:20:42.847, 322.69 W, 1470 MHz
2023/11/15 12:20:42.850, 322.69 W, 1470 MHz
2023/11/15 12:20:42.853, 322.69 W, 1470 MHz
2023/11/15 12:20:42.857, 322.69 W, 1470 MHz
2023/11/15 12:20:42.860, 322.69 W, 1470 MHz
2023/11/15 12:20:42.863, 322.69 W, 1470 MHz
2023/11/15 12:20:42.866, 322.69 W, 1470 MHz
2023/11/15 12:20:42.869, 322.69 W, 1470 MHz
2023/11/15 12:20:42.872, 322.69 W, 1470 MHz
2023/11/15 12:20:42.875, 322.69 W, 1485 MHz
2023/11/15 12:20:42.881, 322.69 W, 1485 MHz
2023/11/15 12:20:42.884, 322.69 W, 1485 MHz
2023/11/15 12:20:42.887, 322.69 W, 1485 MHz
2023/11/15 12:20:42.891, 322.87 W, 1485 MHz
2023/11/15 12:20:42.894, 322.87 W, 1485 MHz
2023/11/15 12:20:42.898, 322.87 W, 1485 MHz
2023/11/15 12:20:42.903, 322.87 W, 1485 MHz
2023/11/15 12:20:42.907, 322.87 W, 1455 MHz
2023/11/15 12:20:42.910, 322.87 W, 1455 MHz
2023/11/15 12:20:42.917, 322.87 W, 1455 MHz
2023/11/15 12:20:42.920, 322.87 W, 1455 MHz
2023/11/15 12:20:42.923, 322.87 W, 1455 MHz
2023/11/15 12:20:42.926, 322.87 W, 1455 MHz
2023/11/15 12:20:42.929, 322.87 W, 1455 MHz
2023/11/15 12:20:42.932, 322.87 W, 1455 MHz
2023/11/15 12:20:42.935, 322.87 W, 1485 MHz
2023/11/15 12:20:42.940, 322.87 W, 1485 MHz
2023/11/15 12:20:42.943, 322.87 W, 1485 MHz
2023/11/15 12:20:42.946, 322.87 W, 1485 MHz
2023/11/15 12:20:42.950, 322.87 W, 1485 MHz
2023/11/15 12:20:42.953, 322.87 W, 1485 MHz
2023/11/15 12:20:42.956, 322.87 W, 1485 MHz
2023/11/15 12:20:42.959, 322.87 W, 1485 MHz
2023/11/15 12:20:42.962, 322.87 W, 1485 MHz
2023/11/15 12:20:42.965, 322.87 W, 1485 MHz
2023/11/15 12:20:42.968, 322.87 W, 1485 MHz
2023/11/15 12:20:42.971, 322.87 W, 1485 MHz
2023/11/15 12:20:42.975, 322.87 W, 1485 MHz
2023/11/15 12:20:42.978, 322.87 W, 1485 MHz
2023/11/15 12:20:42.981, 322.87 W, 1485 MHz
2023/11/15 12:20:42.984, 322.87 W, 1485 MHz
2023/11/15 12:20:42.987, 322.87 W, 1485 MHz
2023/11/15 12:20:42.991, 323.45 W, 1485 MHz
2023/11/15 12:20:42.994, 323.45 W, 1485 MHz
2023/11/15 12:20:42.997, 323.45 W, 1485 MHz
2023/11/15 12:20:43.002, 323.45 W, 1485 MHz
2023/11/15 12:20:43.005, 323.45 W, 1470 MHz
2023/11/15 12:20:43.011, 323.45 W, 1470 MHz
2023/11/15 12:20:43.014, 323.45 W, 1470 MHz
2023/11/15 12:20:43.017, 323.45 W, 1470 MHz
2023/11/15 12:20:43.020, 323.45 W, 1470 MHz
2023/11/15 12:20:43.023, 323.45 W, 1470 MHz
2023/11/15 12:20:43.026, 323.45 W, 1470 MHz
2023/11/15 12:20:43.029, 323.45 W, 1470 MHz
2023/11/15 12:20:43.032, 323.45 W, 1470 MHz
2023/11/15 12:20:43.036, 323.45 W, 1485 MHz
2023/11/15 12:20:43.041, 323.45 W, 1485 MHz
2023/11/15 12:20:43.044, 323.45 W, 1485 MHz
2023/11/15 12:20:43.047, 323.45 W, 1485 MHz
2023/11/15 12:20:43.050, 323.45 W, 1485 MHz
2023/11/15 12:20:43.053, 323.45 W, 1485 MHz
2023/11/15 12:20:43.058, 323.45 W, 1470 MHz
2023/11/15 12:20:43.062, 323.45 W, 1470 MHz
2023/11/15 12:20:43.065, 323.45 W, 1470 MHz
2023/11/15 12:20:43.068, 323.45 W, 1470 MHz
2023/11/15 12:20:43.071, 323.45 W, 1470 MHz
2023/11/15 12:20:43.074, 323.45 W, 1470 MHz
2023/11/15 12:20:43.077, 323.45 W, 1470 MHz
2023/11/15 12:20:43.082, 323.45 W, 1470 MHz
2023/11/15 12:20:43.085, 323.45 W, 1470 MHz
2023/11/15 12:20:43.088, 323.45 W, 1470 MHz
2023/11/15 12:20:43.091, 323.87 W, 1470 MHz
2023/11/15 12:20:43.095, 323.87 W, 1470 MHz
2023/11/15 12:20:43.099, 323.87 W, 1470 MHz
2023/11/15 12:20:43.104, 323.87 W, 1455 MHz
2023/11/15 12:20:43.110, 323.87 W, 1455 MHz
2023/11/15 12:20:43.114, 323.87 W, 1455 MHz
2023/11/15 12:20:43.117, 323.87 W, 1455 MHz
2023/11/15 12:20:43.120, 323.87 W, 1455 MHz
2023/11/15 12:20:43.123, 323.87 W, 1455 MHz
2023/11/15 12:20:43.126, 323.87 W, 1455 MHz
2023/11/15 12:20:43.129, 323.87 W, 1455 MHz
2023/11/15 12:20:43.132, 323.87 W, 1455 MHz
2023/11/15 12:20:43.136, 323.87 W, 1470 MHz
2023/11/15 12:20:43.141, 323.87 W, 1470 MHz
2023/11/15 12:20:43.144, 323.87 W, 1470 MHz
2023/11/15 12:20:43.147, 323.87 W, 1470 MHz
2023/11/15 12:20:43.150, 323.87 W, 1470 MHz
2023/11/15 12:20:43.154, 323.87 W, 1470 MHz
2023/11/15 12:20:43.157, 323.87 W, 1485 MHz
2023/11/15 12:20:43.162, 323.87 W, 1485 MHz
2023/11/15 12:20:43.165, 323.87 W, 1485 MHz
2023/11/15 12:20:43.168, 323.87 W, 1485 MHz
2023/11/15 12:20:43.171, 323.87 W, 1485 MHz
2023/11/15 12:20:43.174, 323.87 W, 1470 MHz
2023/11/15 12:20:43.181, 323.87 W, 1470 MHz
2023/11/15 12:20:43.185, 323.87 W, 1470 MHz
2023/11/15 12:20:43.188, 323.87 W, 1470 MHz
2023/11/15 12:20:43.191, 323.93 W, 1470 MHz
2023/11/15 12:20:43.204, 323.93 W, 1470 MHz
2023/11/15 12:20:43.208, 323.93 W, 1470 MHz
2023/11/15 12:20:43.211, 323.93 W, 1470 MHz
2023/11/15 12:20:43.214, 323.93 W, 1470 MHz
2023/11/15 12:20:43.217, 323.93 W, 1470 MHz
2023/11/15 12:20:43.220, 323.93 W, 1470 MHz
2023/11/15 12:20:43.223, 323.93 W, 1470 MHz
2023/11/15 12:20:43.226, 323.93 W, 1470 MHz
2023/11/15 12:20:43.229, 323.93 W, 1470 MHz
2023/11/15 12:20:43.232, 323.93 W, 1470 MHz
2023/11/15 12:20:43.236, 323.93 W, 1470 MHz
2023/11/15 12:20:43.239, 323.93 W, 1470 MHz
2023/11/15 12:20:43.242, 323.93 W, 1470 MHz
2023/11/15 12:20:43.245, 323.93 W, 1470 MHz
2023/11/15 12:20:43.248, 323.93 W, 1470 MHz
2023/11/15 12:20:43.251, 323.93 W, 1470 MHz
2023/11/15 12:20:43.254, 323.93 W, 1485 MHz
2023/11/15 12:20:43.260, 323.93 W, 1485 MHz
2023/11/15 12:20:43.264, 323.93 W, 1485 MHz
2023/11/15 12:20:43.267, 323.93 W, 1485 MHz
2023/11/15 12:20:43.270, 323.93 W, 1485 MHz
2023/11/15 12:20:43.273, 323.93 W, 1485 MHz
2023/11/15 12:20:43.276, 323.93 W, 1485 MHz
2023/11/15 12:20:43.281, 323.93 W, 1485 MHz
2023/11/15 12:20:43.284, 323.93 W, 1485 MHz
2023/11/15 12:20:43.287, 323.93 W, 1485 MHz
2023/11/15 12:20:43.290, 324.38 W, 1485 MHz
2023/11/15 12:20:43.294, 324.38 W, 1485 MHz
2023/11/15 12:20:43.297, 324.38 W, 1485 MHz
2023/11/15 12:20:43.302, 324.38 W, 1485 MHz
2023/11/15 12:20:43.306, 324.38 W, 1455 MHz
2023/11/15 12:20:43.310, 324.38 W, 1455 MHz
2023/11/15 12:20:43.314, 324.38 W, 1455 MHz
2023/11/15 12:20:43.317, 324.38 W, 1455 MHz
2023/11/15 12:20:43.320, 324.38 W, 1455 MHz
2023/11/15 12:20:43.323, 324.38 W, 1455 MHz
2023/11/15 12:20:43.326, 324.38 W, 1455 MHz
2023/11/15 12:20:43.330, 324.38 W, 1455 MHz
2023/11/15 12:20:43.333, 324.38 W, 1455 MHz
2023/11/15 12:20:43.338, 324.38 W, 1470 MHz
2023/11/15 12:20:43.341, 324.38 W, 1470 MHz
2023/11/15 12:20:43.344, 324.38 W, 1470 MHz
2023/11/15 12:20:43.348, 324.38 W, 1470 MHz
2023/11/15 12:20:43.351, 324.38 W, 1470 MHz
2023/11/15 12:20:43.354, 324.38 W, 1470 MHz
2023/11/15 12:20:43.357, 324.38 W, 1485 MHz
2023/11/15 12:20:43.361, 324.38 W, 1485 MHz
2023/11/15 12:20:43.364, 324.38 W, 1485 MHz
2023/11/15 12:20:43.367, 324.38 W, 1485 MHz
2023/11/15 12:20:43.370, 324.38 W, 1485 MHz
2023/11/15 12:20:43.373, 324.38 W, 1485 MHz
2023/11/15 12:20:43.377, 324.38 W, 1470 MHz
2023/11/15 12:20:43.382, 324.38 W, 1470 MHz
2023/11/15 12:20:43.386, 324.38 W, 1470 MHz
2023/11/15 12:20:43.389, 324.38 W, 1470 MHz
2023/11/15 12:20:43.392, 325.15 W, 1470 MHz
2023/11/15 12:20:43.395, 325.15 W, 1470 MHz
2023/11/15 12:20:43.400, 325.15 W, 1470 MHz
2023/11/15 12:20:43.407, 325.15 W, 1455 MHz
2023/11/15 12:20:43.411, 325.15 W, 1455 MHz
2023/11/15 12:20:43.414, 325.15 W, 1455 MHz
2023/11/15 12:20:43.417, 325.15 W, 1455 MHz
2023/11/15 12:20:43.420, 325.15 W, 1455 MHz
2023/11/15 12:20:43.423, 325.15 W, 1455 MHz
2023/11/15 12:20:43.426, 325.15 W, 1455 MHz
2023/11/15 12:20:43.429, 325.15 W, 1455 MHz
2023/11/15 12:20:43.433, 325.15 W, 1455 MHz
2023/11/15 12:20:43.436, 325.15 W, 1470 MHz
2023/11/15 12:20:43.441, 325.15 W, 1470 MHz
2023/11/15 12:20:43.444, 325.15 W, 1470 MHz
2023/11/15 12:20:43.447, 325.15 W, 1470 MHz
2023/11/15 12:20:43.450, 325.15 W, 1470 MHz
2023/11/15 12:20:43.454, 325.15 W, 1470 MHz
2023/11/15 12:20:43.457, 325.15 W, 1470 MHz
2023/11/15 12:20:43.460, 325.15 W, 1470 MHz
2023/11/15 12:20:43.463, 325.15 W, 1470 MHz
2023/11/15 12:20:43.466, 325.15 W, 1470 MHz
2023/11/15 12:20:43.469, 325.15 W, 1470 MHz
2023/11/15 12:20:43.472, 325.15 W, 1470 MHz
2023/11/15 12:20:43.478, 325.15 W, 1470 MHz
2023/11/15 12:20:43.482, 325.15 W, 1470 MHz
2023/11/15 12:20:43.485, 325.15 W, 1470 MHz
2023/11/15 12:20:43.488, 325.15 W, 1470 MHz
2023/11/15 12:20:43.491, 325.82 W, 1470 MHz
2023/11/15 12:20:43.495, 325.82 W, 1470 MHz
2023/11/15 12:20:43.499, 325.82 W, 1470 MHz
2023/11/15 12:20:43.504, 325.82 W, 1470 MHz
2023/11/15 12:20:43.507, 325.82 W, 1470 MHz
2023/11/15 12:20:43.511, 325.82 W, 1470 MHz
2023/11/15 12:20:43.514, 325.82 W, 1470 MHz
2023/11/15 12:20:43.517, 325.82 W, 1500 MHz
2023/11/15 12:20:43.521, 325.82 W, 1500 MHz
2023/11/15 12:20:43.525, 325.82 W, 1500 MHz
2023/11/15 12:20:43.528, 325.82 W, 1500 MHz
2023/11/15 12:20:43.531, 325.82 W, 1500 MHz
2023/11/15 12:20:43.534, 325.82 W, 1500 MHz
2023/11/15 12:20:43.537, 325.82 W, 1470 MHz
2023/11/15 12:20:43.541, 325.82 W, 1470 MHz
2023/11/15 12:20:43.544, 325.82 W, 1470 MHz
2023/11/15 12:20:43.547, 325.82 W, 1470 MHz
2023/11/15 12:20:43.550, 325.82 W, 1470 MHz
2023/11/15 12:20:43.554, 325.82 W, 1470 MHz
2023/11/15 12:20:43.557, 325.82 W, 1470 MHz
2023/11/15 12:20:43.560, 325.82 W, 1470 MHz
2023/11/15 12:20:43.563, 325.82 W, 1470 MHz
2023/11/15 12:20:43.566, 325.82 W, 1470 MHz
2023/11/15 12:20:43.569, 325.82 W, 1470 MHz
2023/11/15 12:20:43.572, 325.82 W, 1470 MHz
2023/11/15 12:20:43.576, 325.82 W, 1485 MHz
2023/11/15 12:20:43.581, 325.82 W, 1485 MHz
2023/11/15 12:20:43.585, 325.82 W, 1485 MHz
2023/11/15 12:20:43.588, 325.82 W, 1485 MHz
2023/11/15 12:20:43.591, 325.33 W, 1485 MHz
2023/11/15 12:20:43.595, 325.33 W, 1485 MHz
2023/11/15 12:20:43.599, 325.33 W, 1485 MHz
2023/11/15 12:20:43.604, 325.33 W, 1485 MHz
2023/11/15 12:20:43.607, 325.33 W, 1485 MHz
2023/11/15 12:20:43.610, 325.33 W, 1485 MHz
2023/11/15 12:20:43.617, 325.33 W, 1485 MHz
2023/11/15 12:20:43.620, 325.33 W, 1485 MHz
2023/11/15 12:20:43.623, 325.33 W, 1485 MHz
2023/11/15 12:20:43.626, 325.33 W, 1485 MHz
2023/11/15 12:20:43.629, 325.33 W, 1485 MHz
2023/11/15 12:20:43.632, 325.33 W, 1485 MHz
2023/11/15 12:20:43.635, 325.33 W, 1455 MHz
2023/11/15 12:20:43.640, 325.33 W, 1455 MHz
2023/11/15 12:20:43.643, 325.33 W, 1455 MHz
2023/11/15 12:20:43.646, 325.33 W, 1455 MHz
2023/11/15 12:20:43.650, 325.33 W, 1455 MHz
2023/11/15 12:20:43.653, 325.33 W, 1455 MHz
2023/11/15 12:20:43.656, 325.33 W, 1455 MHz
2023/11/15 12:20:43.659, 325.33 W, 1455 MHz
2023/11/15 12:20:43.662, 325.33 W, 1455 MHz
2023/11/15 12:20:43.665, 325.33 W, 1455 MHz
2023/11/15 12:20:43.668, 325.33 W, 1455 MHz
2023/11/15 12:20:43.671, 325.33 W, 1455 MHz
2023/11/15 12:20:43.674, 325.33 W, 1470 MHz
2023/11/15 12:20:43.681, 325.33 W, 1470 MHz
2023/11/15 12:20:43.684, 325.33 W, 1470 MHz
2023/11/15 12:20:43.687, 325.33 W, 1470 MHz
2023/11/15 12:20:43.691, 325.16 W, 1470 MHz
2023/11/15 12:20:43.694, 325.16 W, 1470 MHz
2023/11/15 12:20:43.697, 325.16 W, 1470 MHz
2023/11/15 12:20:43.702, 325.16 W, 1470 MHz
2023/11/15 12:20:43.706, 325.16 W, 1485 MHz
2023/11/15 12:20:43.711, 325.16 W, 1485 MHz
2023/11/15 12:20:43.714, 325.16 W, 1485 MHz
2023/11/15 12:20:43.717, 325.16 W, 1485 MHz
2023/11/15 12:20:43.720, 325.16 W, 1485 MHz
2023/11/15 12:20:43.723, 325.16 W, 1485 MHz
2023/11/15 12:20:43.726, 325.16 W, 1485 MHz
2023/11/15 12:20:43.729, 325.16 W, 1485 MHz
2023/11/15 12:20:43.732, 325.16 W, 1485 MHz
2023/11/15 12:20:43.736, 325.16 W, 1470 MHz
2023/11/15 12:20:43.741, 325.16 W, 1470 MHz
2023/11/15 12:20:43.744, 325.16 W, 1470 MHz
2023/11/15 12:20:43.747, 325.16 W, 1470 MHz
2023/11/15 12:20:43.750, 325.16 W, 1470 MHz
2023/11/15 12:20:43.775, 325.16 W, 1470 MHz
2023/11/15 12:20:43.784, 325.16 W, 1470 MHz
2023/11/15 12:20:43.789, 325.16 W, 1470 MHz
2023/11/15 12:20:43.792, 325.33 W, 1470 MHz
2023/11/15 12:20:43.796, 325.33 W, 1470 MHz
2023/11/15 12:20:43.801, 325.33 W, 1470 MHz
2023/11/15 12:20:43.805, 325.33 W, 1455 MHz
2023/11/15 12:20:43.810, 325.33 W, 1455 MHz
2023/11/15 12:20:43.813, 325.33 W, 1455 MHz
2023/11/15 12:20:43.816, 325.33 W, 1455 MHz
2023/11/15 12:20:43.820, 325.33 W, 1455 MHz
2023/11/15 12:20:43.823, 325.33 W, 1455 MHz
2023/11/15 12:20:43.826, 325.33 W, 1455 MHz
2023/11/15 12:20:43.829, 325.33 W, 1455 MHz
2023/11/15 12:20:43.832, 325.33 W, 1455 MHz
2023/11/15 12:20:43.835, 325.33 W, 1470 MHz
2023/11/15 12:20:43.841, 325.33 W, 1470 MHz
2023/11/15 12:20:43.844, 325.33 W, 1470 MHz
2023/11/15 12:20:43.847, 325.33 W, 1470 MHz
2023/11/15 12:20:43.850, 325.33 W, 1470 MHz
2023/11/15 12:20:43.853, 325.33 W, 1470 MHz
2023/11/15 12:20:43.857, 325.33 W, 1470 MHz
2023/11/15 12:20:43.860, 325.33 W, 1470 MHz
2023/11/15 12:20:43.863, 325.33 W, 1470 MHz
2023/11/15 12:20:43.866, 325.33 W, 1470 MHz
2023/11/15 12:20:43.869, 325.33 W, 1470 MHz
2023/11/15 12:20:43.872, 325.33 W, 1470 MHz
2023/11/15 12:20:43.875, 325.33 W, 1455 MHz
2023/11/15 12:20:43.881, 325.33 W, 1455 MHz
2023/11/15 12:20:43.885, 325.33 W, 1455 MHz
2023/11/15 12:20:43.889, 325.33 W, 1455 MHz
2023/11/15 12:20:43.892, 324.86 W, 1455 MHz
2023/11/15 12:20:43.907, 324.86 W, 1470 MHz
2023/11/15 12:20:43.910, 324.86 W, 1470 MHz
2023/11/15 12:20:43.913, 324.86 W, 1470 MHz
2023/11/15 12:20:43.917, 324.86 W, 1485 MHz
2023/11/15 12:20:43.921, 324.86 W, 1485 MHz
2023/11/15 12:20:43.924, 324.86 W, 1485 MHz
2023/11/15 12:20:43.927, 324.86 W, 1485 MHz
2023/11/15 12:20:43.930, 324.86 W, 1485 MHz
2023/11/15 12:20:43.933, 324.86 W, 1485 MHz
2023/11/15 12:20:43.936, 324.86 W, 1470 MHz
2023/11/15 12:20:43.941, 324.86 W, 1470 MHz
2023/11/15 12:20:43.944, 324.86 W, 1470 MHz
2023/11/15 12:20:43.947, 324.86 W, 1470 MHz
2023/11/15 12:20:43.950, 324.86 W, 1470 MHz
2023/11/15 12:20:43.954, 324.86 W, 1470 MHz
2023/11/15 12:20:43.957, 324.86 W, 1470 MHz
2023/11/15 12:20:43.960, 324.86 W, 1470 MHz
2023/11/15 12:20:43.963, 324.86 W, 1470 MHz
2023/11/15 12:20:43.966, 324.86 W, 1470 MHz
2023/11/15 12:20:43.969, 324.86 W, 1470 MHz
2023/11/15 12:20:43.972, 324.86 W, 1470 MHz
2023/11/15 12:20:43.976, 324.86 W, 1470 MHz
2023/11/15 12:20:43.979, 324.86 W, 1470 MHz
2023/11/15 12:20:43.983, 324.86 W, 1470 MHz
2023/11/15 12:20:43.986, 324.86 W, 1470 MHz
2023/11/15 12:20:43.989, 324.86 W, 1470 MHz
2023/11/15 12:20:43.992, 324.96 W, 1470 MHz
2023/11/15 12:20:43.995, 324.96 W, 1470 MHz
2023/11/15 12:20:44.000, 324.96 W, 1470 MHz
2023/11/15 12:20:44.004, 324.96 W, 1485 MHz
2023/11/15 12:20:44.009, 324.96 W, 1485 MHz
2023/11/15 12:20:44.012, 324.96 W, 1485 MHz
2023/11/15 12:20:44.016, 324.96 W, 1470 MHz
2023/11/15 12:20:44.021, 324.96 W, 1470 MHz
2023/11/15 12:20:44.024, 324.96 W, 1470 MHz
2023/11/15 12:20:44.027, 324.96 W, 1470 MHz
2023/11/15 12:20:44.030, 324.96 W, 1470 MHz
